"id","name","headline","subheading","type","registration_closed","status","private","learn_upon_course","first_day_start","first_day_end","final_day_start","final_day_end","virtual_training_link","onsite","sponsored","created_at","updated_at","instructor_id","assistant_instructor_id","module_id","venue_id"
"16b3df77-abc7-4cf6-af7f-a22ecf106ffc","La Jolla, CA-08/28/2021-M1 1-Day",San Diego area.,,hybrid,true,completed,true,,2021-08-28 07:30:00.000 -0400,2021-08-28 17:30:00.000 -0400,2021-08-28 07:30:00.000 -0400,2021-08-28 17:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-09-15 15:03:26.000 -0400,f13a9ee0-99de-4135-a187-42d266d6dcd3,,e2f676c9-62fe-4088-8490-f39aea11c4b1,be681f56-9518-44ab-9b08-65ea7688f852
"87f90de7-0a09-4439-b016-96f15716f7ad","Ann Arbor, MI-05/01/2021-M2",Rescheduled from March 27/28,,in-person,true,completed,true,,2021-05-01 08:00:00.000 -0400,2021-05-01 17:30:00.000 -0400,2021-05-02 07:30:00.000 -0400,2021-05-02 13:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2022-03-11 13:00:23.000 -0500,"6eb25eef-ad7b-4bc1-9137-98aa44f1e53b",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3","428e0fca-ad78-471b-9140-e354cd2d5a06"
"6196c4be-d070-4b87-97e0-269d4dd5e580",Massie-05/01/2021-F1,May 1 & 2 from 9 am - 1 pm EST.  2 sessions of 4 hours each.  Virtual Interactive GT Orthotics Training.,,live online,false,cancelled,true,,2021-05-01 09:00:00.000 -0400,2021-05-01 13:00:00.000 -0400,2021-05-02 09:00:00.000 -0400,2021-05-02 13:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,e9c1bbdc-c160-4abb-a33c-38f2d787bee6,,cafd86a1-9e65-4620-bf89-78bac2061448,
"848b5aa5-f193-4e8d-9d54-7c028d05cdd9",Linkhorn-06/19/2021-V2 POSTPONED,"June 19 & 20, from 7:30 am - 12:30 pm EST.  Two sessions of 5 hours each, plus the Learn Upon online course.  Virtual Interactive Training.",,live online,false,cancelled,true,,2021-06-19 07:30:00.000 -0400,2021-06-19 12:30:00.000 -0400,2021-06-20 07:30:00.000 -0400,2021-06-20 12:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,"30516516-0b8c-4e15-912e-13d9865a90e3",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3",
"80fb78bb-ba77-428a-b9ee-6bdc24fa3f6f","Portland, ME-08/14/2021-M1 1-Day","55 minutes from Augusta, ME.  1-Day course, along with the Learn Upon online portion.",,hybrid,true,completed,true,,2021-08-14 07:30:00.000 -0400,2021-08-14 17:30:00.000 -0400,2021-08-14 07:30:00.000 -0400,2021-08-14 17:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-09-08 08:35:52.000 -0400,"39114dc8-52d6-422b-961d-94d39a710d46",,e2f676c9-62fe-4088-8490-f39aea11c4b1,abbcf461-c5dd-4094-a79a-e4c4156769b1
"73767f68-da07-4e85-957f-11ebcab765b8","Ann Arbor, MI-07/17/2021-M1 1-Day",,,hybrid,true,completed,true,,2021-07-17 07:30:00.000 -0400,2021-07-17 17:30:00.000 -0400,2021-07-17 07:30:00.000 -0400,2021-07-17 17:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:51.000 -0400,d20f7d24-ce5a-4969-adfd-d8f4b608b0a0,,e2f676c9-62fe-4088-8490-f39aea11c4b1,"428e0fca-ad78-471b-9140-e354cd2d5a06"
"38deb97a-e142-4169-b4a9-917a366723e3",Dang-04/22/2021-V1,"April 22, 23, & 24, from 7:30 pm - 10:30 pm EST.  3 sessions of 3 hours each, along with the Learn Upon online course.  Virtual Interactive Training.",,live online,false,completed,true,,2021-04-22 19:30:00.000 -0400,2021-04-22 22:30:00.000 -0400,2021-04-24 19:30:00.000 -0400,2021-04-24 22:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:43.000 -0400,bd9c783a-d62d-48db-9c7d-60b590b3f052,,e2f676c9-62fe-4088-8490-f39aea11c4b1,
"885eabeb-9691-44bf-9788-9414cdea9641","Waukesha, WI-06/05/2021-O1 1-Day","Grassroots onsite for AT/PT students at Carroll University.  1-Day training, along with the Learn Upon course.  $300 each.  Through Jason Bennett.",,hybrid,false,completed,true,,2021-06-05 07:30:00.000 -0400,2021-06-05 17:30:00.000 -0400,2021-06-05 07:30:00.000 -0400,2021-06-05 17:30:00.000 -0400,,false,true,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:45.000 -0400,dafa78f5-fb3f-4089-9dc4-3bd9f16610d9,,e2f676c9-62fe-4088-8490-f39aea11c4b1,"495fb1ec-e4b8-47bb-a9ea-63c0f0b8f7e1"
c11709af-0d92-426f-bb50-78bba744e31a,"Indianapolis, IN-10/30/2021-O1 1-Day","Grassroots 1-Day course at IUPUI, along with the Learn Upon online portion.",,hybrid,true,completed,true,,2021-10-30 08:00:00.000 -0400,2021-10-30 18:00:00.000 -0400,2021-10-30 08:00:00.000 -0400,2021-10-30 18:00:00.000 -0400,,true,false,2021-08-08 17:22:53.000 -0400,2021-11-08 11:26:23.000 -0500,"6eb25eef-ad7b-4bc1-9137-98aa44f1e53b",,e2f676c9-62fe-4088-8490-f39aea11c4b1,"77c09d1a-47aa-45c3-9038-6f42ac83fb80"
"56414609-3967-4e8e-ab90-f789e77cdbc7",Ploski-05/06/2021-V2,"May 6 & 7 from 5:00 pm - 10:00 pm EST.  2 sessions of 5 hours each, along with the Learn Upon online course.  Virtual Interactive Training.",,live online,false,completed,true,,2021-05-06 17:00:00.000 -0400,2021-05-06 22:00:00.000 -0400,2021-05-07 17:00:00.000 -0400,2021-05-07 22:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:57:03.000 -0400,"6eb25eef-ad7b-4bc1-9137-98aa44f1e53b",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3",
a60f9452-bc42-421a-88df-3d830731a9a9,Dang-06/10/2021-V1,"June 10 from 7-10 pm EST, June 11 from 6-9 pm EST, & June 12 from 5-8 pm EST.  3 sessions of 3 hours each, along with the Learn Upon online course.  Virtual Interactive Training.",,live online,false,completed,true,,2021-06-10 19:00:00.000 -0400,2021-06-10 22:00:00.000 -0400,2021-06-12 17:00:00.000 -0400,2021-06-12 20:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:51.000 -0400,bd9c783a-d62d-48db-9c7d-60b590b3f052,,e2f676c9-62fe-4088-8490-f39aea11c4b1,
"365b0c79-fd99-48ab-b198-311e47d3d528",Dang-07/08/2021-V1 POSTPONED,"July 8 from 7-10 pm EST, July 9 from 6-9 pm EST, & July 10 from 5-8 pm EST.  3 sessions of 3 hours each, along with the Learn Upon online course.  Virtual Interactive Training.",,live online,true,cancelled,true,,2021-07-08 19:00:00.000 -0400,2021-07-08 22:00:00.000 -0400,2021-07-10 17:00:00.000 -0400,2021-07-10 20:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,bd9c783a-d62d-48db-9c7d-60b590b3f052,,e2f676c9-62fe-4088-8490-f39aea11c4b1,
"2f9be4fe-7d5b-4bf9-b1bd-978ff83487b7","Bloomington, MN-08/21/2021-M1",Minneapolis area.,,in-person,true,completed,true,,2021-08-21 08:30:00.000 -0400,2021-08-21 17:00:00.000 -0400,2021-08-22 08:00:00.000 -0400,2021-08-22 13:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-09-08 08:34:50.000 -0400,"5f8d0d83-bb2e-4cb8-bf5b-5332132a51c7",,e2f676c9-62fe-4088-8490-f39aea11c4b1,"91e14eed-3537-4afa-acda-9b8161eee297"
"66b56bfc-35ce-4b4d-8f04-db68c3ae0106","Winchester, VA-05/24/2021-O1 1-Day","1-Day Grassroots training at Shenandoah University through Denise Massie, with the Learn Upon online portion.",,hybrid,false,completed,true,,2021-05-24 07:30:00.000 -0400,2021-05-24 17:30:00.000 -0400,2021-05-24 07:30:00.000 -0400,2021-05-24 17:30:00.000 -0400,,true,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:50.000 -0400,e9c1bbdc-c160-4abb-a33c-38f2d787bee6,,e2f676c9-62fe-4088-8490-f39aea11c4b1,f0fdb104-5f5b-4b1c-8d97-a337cd7a7334
b48161bd-bda8-4a00-baf4-6e2c347853c3,Linkhorn-03/18/2023-Advanced Online-POSTPONED,"Virtual Interactive Advanced Training, which includes an online pre-course/intro.",,live online,true,cancelled,false,M2 Online,2023-03-18 07:30:00.000 -0400,2023-03-18 12:30:00.000 -0400,2023-03-19 07:30:00.000 -0400,2023-03-19 12:30:00.000 -0400,,false,false,2023-01-18 15:43:42.229 -0500,2023-03-03 11:15:01.751 -0500,"30516516-0b8c-4e15-912e-13d9865a90e3",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3",
"8d5bbaae-92c6-49e1-94d5-d8e9d79482c2","Edmonton, AB-08/07/2021-M1 1-Day","This is a 1-Day course, with the Learn Upon online introduction.",,hybrid,true,completed,true,,2021-08-07 07:30:00.000 -0400,2021-08-07 17:30:00.000 -0400,2021-08-07 07:30:00.000 -0400,2021-08-07 17:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2023-03-15 09:51:21.746 -0400,bd9c783a-d62d-48db-9c7d-60b590b3f052,,e2f676c9-62fe-4088-8490-f39aea11c4b1,e2f045e1-44ee-4166-851a-7d023f6ea4c0
"8163ee63-9473-4cbb-9be8-e1e3612bc652","Cicero, IN-08/07/2021-E1",,,in-person,false,completed,false,,2021-08-07 08:00:00.000 -0400,2021-08-07 17:00:00.000 -0400,2021-08-07 08:00:00.000 -0400,2021-08-07 17:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-09-08 09:08:42.000 -0400,"9c196ac9-3771-41da-9c1c-4dbc32c774a8",,"1c626130-03f5-4b9c-8dbd-83b899bb5dee","329185c9-bfca-42b9-8a3c-bdcbc3d1cc2c"
"6c607984-0e85-4abd-a5b7-77fc439bca0a","New Smyrna Beach, FL-04/10/2021-O1 1-Day",CORA 1-Day private onsite,,hybrid,true,completed,true,,2021-04-10 07:30:00.000 -0400,2021-04-10 17:30:00.000 -0400,2021-04-10 07:30:00.000 -0400,2021-04-10 17:30:00.000 -0400,,true,false,2021-08-08 17:22:53.000 -0400,2022-07-13 10:22:59.000 -0400,"30516516-0b8c-4e15-912e-13d9865a90e3",,e2f676c9-62fe-4088-8490-f39aea11c4b1,bb2b0f11-223e-422c-a30e-504e3c1f64ba
c22db78c-c917-4d82-8e4c-e62075179531,"Indianapolis, IN-07/17/2021-M1 1-Day",GT's Maiden Voyage!,,hybrid,true,completed,true,,2021-07-17 07:30:00.000 -0400,2021-07-17 17:30:00.000 -0400,2021-07-17 07:30:00.000 -0400,2021-07-17 17:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:51.000 -0400,"6eb25eef-ad7b-4bc1-9137-98aa44f1e53b",,e2f676c9-62fe-4088-8490-f39aea11c4b1,"197e55f8-d91c-4740-ab91-3597b8a99fd7"
"1ee02508-5888-4490-be95-cea37180e2d8",Shakar-05/12/2021-F1-POSTPONED,May 12 & 13 from 4-8 pm EST.  2 sessions of 4 hours each.  Virtual Interactive GT Orthotics Training.,,live online,true,cancelled,true,,2021-05-12 16:00:00.000 -0400,2021-05-12 20:00:00.000 -0400,2021-05-13 16:00:00.000 -0400,2021-05-13 20:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,bf2e174a-52ea-49a3-b79c-7940c350f2f2,,cafd86a1-9e65-4620-bf89-78bac2061448,
"1007fcd3-ef46-4cbc-8e12-1963da31036a",Shakar-06/15/2021/F1 POSTPONED,"June 15 & 22, from 8 am - 12 pm EST.  2 sessions of 4 hours each.  Virtual Interactive GT Orthotics Training.",,live online,true,cancelled,true,,2021-06-15 08:00:00.000 -0400,2021-06-15 12:00:00.000 -0400,2021-06-22 08:00:00.000 -0400,2021-06-22 12:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-11-01 17:13:49.000 -0400,bf2e174a-52ea-49a3-b79c-7940c350f2f2,,cafd86a1-9e65-4620-bf89-78bac2061448,
d2cac3d6-a114-4e84-a74c-11dfc264582e,"Reno, NV-08/07/2021-M1 1-Day - POSTPONED","""The Biggest Little City in the World!""",,hybrid,true,cancelled,true,,2021-08-07 07:30:00.000 -0400,2021-08-07 17:30:00.000 -0400,2021-08-07 07:30:00.000 -0400,2021-08-07 17:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-12 13:35:59.000 -0400,"3ee00bb8-a7c8-4800-846d-caab1b88b5fa",,e2f676c9-62fe-4088-8490-f39aea11c4b1,c6d1b37f-0737-44af-a584-a8bcc05e9803
"1628ef88-d46b-4833-8a22-2995caf7f43f","Indianapolis, IN-05/10/2021-O1 1-Day","Private onsite at Butler University O1 1-Day, along with the Learn Upon online course.",,hybrid,false,completed,true,,2021-05-10 07:30:00.000 -0400,2021-05-10 17:30:00.000 -0400,2021-05-10 07:30:00.000 -0400,2021-05-10 17:30:00.000 -0400,,true,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:43.000 -0400,"6eb25eef-ad7b-4bc1-9137-98aa44f1e53b",,e2f676c9-62fe-4088-8490-f39aea11c4b1,"894f8eca-807f-4be4-9708-738b71a63786"
"1a65cae7-e5bb-4f36-a412-ed0dbbdfcffe",Lazicki-06/19/2021-V1,"June 19 & 20, from 12-4:30 pm EST.  2 sessions of 4.5 hours each, along with the Learn Upon online course.",,live online,false,completed,true,,2021-06-19 12:00:00.000 -0400,2021-06-19 16:30:00.000 -0400,2021-06-20 12:00:00.000 -0400,2021-06-20 16:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:56:49.000 -0400,"73f5e335-6a78-4d67-9cc3-4ffed575d807",,e2f676c9-62fe-4088-8490-f39aea11c4b1,
"82a7c439-38bf-4d97-b027-5bc7cf5ae792",Kelley-07/10/2021-V1,"July 10 & 11, from 12-4:30 pm EST.  2 sessions of 4.5 hours each, along with the Learn Upon online course.",,live online,false,completed,true,,2021-07-10 12:00:00.000 -0400,2021-07-10 16:30:00.000 -0400,2021-07-11 12:00:00.000 -0400,2021-07-11 16:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:57:03.000 -0400,"0bf049a4-2f1f-485f-bf98-0f7264541828",,e2f676c9-62fe-4088-8490-f39aea11c4b1,
b2b22585-b4d6-4c39-bfbc-0f805782fe64,"Beverly, MA-04/19/2021-IN",,,in-person,false,confirmed,true,,2021-04-19 14:00:00.000 -0400,,,2021-04-19 16:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,"6d437550-05de-4171-a8bd-20d92106b5b3",,e2f676c9-62fe-4088-8490-f39aea11c4b1,"9c1c8737-fae6-4c6c-b285-a44a1b16c706"
aa8ecce2-e13a-4231-90c5-e81b420fd453,Ploski-07/10/2021-V2,"July 10 & 11 from 11 am - 4 pm EST.  2 sessions of 5 hours each, along with the Learn Upon online pre-course.  Virtual Interactive Training.",,live online,true,completed,true,,2021-07-10 11:00:00.000 -0400,2021-07-10 16:00:00.000 -0400,2021-07-11 11:00:00.000 -0400,2021-07-11 16:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2022-07-13 09:49:53.000 -0400,"6eb25eef-ad7b-4bc1-9137-98aa44f1e53b",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3",
"90fe2ba9-c642-4875-8e98-94d0aa286727",Racette-07/15/2021-V2 POSTPONED,"July 15 & 22, from 8 am - 1 pm EST.  2 sessions of 5 hours each, plus the Learn Upon online pre-course.  Virtual Interactive Training.",,live online,false,cancelled,true,,2021-07-15 08:00:00.000 -0400,2021-07-15 13:00:00.000 -0400,2021-07-22 08:00:00.000 -0400,2021-07-22 13:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,"39114dc8-52d6-422b-961d-94d39a710d46",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3",
cbcc0775-fcc3-4de6-acfb-4877c9090297,Racette-07/29/2021-F1-POSTPONED,July 29 & August 5 from 8 am - 12 pm EST.  2 sessions of 4 hours each.  Virtual Interactive GT Orthotics Training.,,live online,false,cancelled,true,,2021-07-29 08:00:00.000 -0400,2021-07-29 12:00:00.000 -0400,2021-08-05 08:00:00.000 -0400,2021-08-05 12:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,"39114dc8-52d6-422b-961d-94d39a710d46",,cafd86a1-9e65-4620-bf89-78bac2061448,
e7021b71-ac23-402d-853d-1e618ac8f27c,White-05/13/2021-V1,"May 13, 20, & 27 from 11 am - 2 pm EST.  3 sessions of 3 hours each, along with the Learn Upon online course.  Virtual Interactive Training.",,live online,false,completed,true,,2021-05-13 11:00:00.000 -0400,2021-05-13 14:00:00.000 -0400,2021-05-27 11:00:00.000 -0400,2021-05-27 14:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-09 23:44:45.000 -0400,f05645fc-b197-4de5-a3bb-f23d6473cea7,,e2f676c9-62fe-4088-8490-f39aea11c4b1,
"30dd7c1f-c305-46b4-aa47-21b4ca9600db",Kelley-07/12/2021-V1 - Postponed,"July 12, 19, & 26 from 7-10 pm EST.  3 sessions of 3 hours each, along with the Learn Upon online pre-course.  Virtual Interactive Training.",,live online,false,cancelled,true,,2021-07-12 19:00:00.000 -0400,2021-07-12 22:00:00.000 -0400,2021-07-26 19:00:00.000 -0400,2021-07-26 22:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,"0bf049a4-2f1f-485f-bf98-0f7264541828",,e2f676c9-62fe-4088-8490-f39aea11c4b1,
"15b360b3-6c54-42c9-bdc7-aba4a7b42f65",DeLuccio-07/16/2021-V1 POSTPONED,"July 16 from 12:30-5 pm EST and July 17 from 8 am - 12:30 pm EST.  Two sessions of 4.5 hours each, along with the Learn Upon online pre-course.  Virtual Interactive Training.",,live online,false,cancelled,true,,2021-07-16 12:30:00.000 -0400,2021-07-16 17:00:00.000 -0400,2021-07-17 08:00:00.000 -0400,2021-07-17 12:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,"11f5d6b7-a5bc-4900-92dd-19efb674b9a9",,e2f676c9-62fe-4088-8490-f39aea11c4b1,
"2eeefe0d-31d2-4f48-87b4-c9e7d1e80215",Linkhorn-07/10/2021-V1,"July 10 & 11 from 7:30 am - 12 pm EST.  Two sessions of 4.5 hours each, plus the Learn Upon online pre-course.  Virtual Interactive Training.",,live online,false,completed,true,,2021-07-10 07:30:00.000 -0400,2021-07-10 12:00:00.000 -0400,2021-07-11 07:30:00.000 -0400,2021-07-11 12:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-18 10:07:13.000 -0400,"30516516-0b8c-4e15-912e-13d9865a90e3",,e2f676c9-62fe-4088-8490-f39aea11c4b1,
c032690d-728c-4674-80d9-cb8fdc606acd,Linkhorn-07/17/2021-V2 - POSTPONED,"July 17 & 18 from 7:30 am - 12:30 pm EST.  Two sessions of 5 hours each, plus the Learn Upon online pre-course.  Virtual Interactive Training.",,live online,false,cancelled,true,,2021-07-17 07:30:00.000 -0400,2021-07-17 12:30:00.000 -0400,2021-07-18 07:30:00.000 -0400,2021-07-18 12:30:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2022-07-13 08:38:24.000 -0400,"30516516-0b8c-4e15-912e-13d9865a90e3",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3",
"557fef90-060e-4909-a8f5-848834b2e9a7","Smyrna, GA-12/04/2021-M2",Atlanta area,,in-person,true,completed,true,,2021-12-04 08:00:00.000 -0500,2021-12-04 17:30:00.000 -0500,2021-12-05 07:30:00.000 -0500,2021-12-05 13:30:00.000 -0500,,false,false,2021-08-08 17:22:53.000 -0400,2022-07-13 09:34:09.000 -0400,"30516516-0b8c-4e15-912e-13d9865a90e3",,"0cbb5d3c-c2b2-4192-9560-cb614802f7f3","087f16bf-1f6b-4ff2-b994-db782b833a8e"
e2eaac04-77e8-4662-a6b3-246b26a59f46,Munger-05/18/2021-V1-POSTPONED,"May 18, 25, & June 1, from 7-10 pm EST.  3 sessions of 3 hours each, along with the Learn Upon online pre-course.  Virtual Interactive Training.",,live online,false,cancelled,true,,2021-05-18 19:00:00.000 -0400,2021-05-18 22:00:00.000 -0400,2021-06-01 19:00:00.000 -0400,2021-06-01 22:00:00.000 -0400,,false,false,2021-08-08 17:22:53.000 -0400,2021-08-08 17:22:53.000 -0400,f13a9ee0-99de-4135-a187-42d266d6dcd3,,e2f676c9-62fe-4088-8490-f39aea11c4b1,
