"id","type","owner_type","owner_id","created_at","updated_at","order_id"
"72b233cd-e7ba-478a-99a8-ab60244687ef","6pc",user,bd63c537-995d-4c5f-b929-6d9032f95826,2021-08-12 15:31:54.000 -0400,2021-08-12 15:31:54.000 -0400,"3d35259a-aa27-468a-97a4-c91aeb18f7ed"
"9a177071-29e7-4ca4-802a-d836e1e731b8","6pc",user,"2f6dbcd8-523a-4ccd-b75b-64fd5f84d335",2021-08-12 15:52:19.000 -0400,2021-08-12 15:52:19.000 -0400,b7ef5ed3-8cf6-42b7-9225-be510929a9a8
aa21538e-0e93-496e-917a-8da009c48e9e,"6pc",user,"9507d2f8-5018-444a-9bff-9e116da46b77",2019-07-24 15:56:51.000 -0400,2021-08-14 10:48:00.000 -0400,"4c7bd482-eb0a-4247-b79d-9b767c95cbfa"
e99b5c1c-97fa-407b-93ce-353f8056e272,"6pc",user,fc4919fc-c711-4744-b5b1-6daf383b40f5,2019-07-25 10:19:19.000 -0400,2021-08-14 10:48:00.000 -0400,"1dd06104-55a7-4b99-9c9d-40c134ddc11f"
"61a18872-cb60-4080-9ef8-bc5f82e44873","6pc",user,bf46d7ad-c842-4fdc-a34d-afa7d1fff4ca,2019-07-29 08:45:37.000 -0400,2021-08-14 10:48:00.000 -0400,"0f3220b0-cbb5-45c1-838d-1238aec1958d"
"872d8d61-e307-4720-a068-4603547e6a3b","6pc",user,"1d1f96f6-3252-4b1d-b77e-4d99cafa7141",2019-07-29 09:16:52.000 -0400,2021-08-14 10:48:00.000 -0400,"1cf48600-c074-4cab-8932-d0ebb2967269"
"7f8a3271-6dbf-44ed-832c-030ea8cf1107","6pc",user,"0b926888-8bb0-4c56-a190-06cc50533768",2019-07-29 09:55:29.000 -0400,2021-08-14 10:48:00.000 -0400,"7309233b-6c72-44a0-b1e3-282703663819"
"063c626d-3467-4a00-8aff-01a1310cc35f","6pc",user,"8fa15d02-b564-498b-94f5-58a8b5bca862",2019-07-29 10:04:24.000 -0400,2021-08-14 10:48:00.000 -0400,a73bc081-9a24-41af-9e04-ce41f6bb6a91
"06681604-9413-4c22-9143-3a6393a2dcbc","6pc",user,"2986f07e-856f-4013-9928-49577db7b60b",2019-07-29 11:01:21.000 -0400,2021-08-14 10:48:00.000 -0400,f687ebf2-d71b-426a-a5bb-ffd493e839a1
"466fdb08-0929-4d48-8c46-31ea4113dd7d","6pc",user,"70d35885-51aa-412d-b25e-10792f32f4d1",2019-07-29 11:16:40.000 -0400,2021-08-14 10:48:00.000 -0400,eb912e07-ddd4-4c20-81fd-146de5b0e281
"4def1456-d517-4af8-9af6-4f7ce7cced4c","3pc",user,"6db69c81-86c4-4015-9a9e-9fb055d1ad59",2019-07-30 15:25:12.000 -0400,2019-08-01 11:23:19.000 -0400,"25f51212-e5ee-44b9-86e4-3276a2e1936a"
c65acad2-4032-46f2-8651-15bb0b1e9d9a,"3pc",user,"2219ecac-8bcf-4781-a73a-585bc426c0de",2019-08-05 14:29:17.000 -0400,2021-08-14 10:48:00.000 -0400,"9dfbbfa0-24ef-4ac6-be4b-6648852249fb"
b9240402-ed1c-4804-9c7b-4a382d719d50,"6pc",user,d4b0a6f3-ba00-453f-8088-a8bd289ef7a8,2019-08-26 15:03:02.000 -0400,2020-03-13 15:19:03.000 -0400,a6435fe0-72f3-474f-bcd9-be961e2ff1f2
"0918ee23-1fa1-4a07-b43b-649159055de4","6pc",user,f7beb2a6-8e3d-4845-939f-5d6795867943,2019-08-27 16:55:22.000 -0400,2020-01-13 11:52:47.000 -0500,"6f125f12-0cee-4dc0-91d1-f0f7bb9ced31"
"1ec27107-8efa-4fb8-97ad-78d45157cf9a","6pc",user,"7ae2d6ba-084c-4cf4-b0aa-8dab30fa7a07",2019-08-29 16:36:35.000 -0400,2021-09-22 10:02:09.000 -0400,"03762da2-0810-49c2-9803-a3759f6127c1"
"75eda6d6-2410-4773-9552-b9021540c086","6pc",user,"55ba0e11-85ef-4585-97ec-f7606da768f8",2019-08-30 16:46:27.000 -0400,2021-08-14 10:48:00.000 -0400,"50f3309d-a61c-46bc-9782-7dde71ee47ad"
"593dfff1-22ec-4456-bdf3-573a5a98dcd5","6pc",user,dda834fb-a988-4700-a966-5b05c96c1c8a,2019-09-17 12:26:19.000 -0400,2021-08-14 10:48:00.000 -0400,ef1d4418-ea6e-4d35-9a15-f79445e38085
"5aa61b37-c127-4c01-94a8-979c548e2d9f","6pc",user,"226ca730-3423-4e09-95f4-93c738e89ef3",2019-09-17 16:22:53.000 -0400,2021-08-14 10:48:00.000 -0400,"22870a74-04c3-4bb3-9185-5bbc8b5480c0"
"1a3742bb-3690-4c40-9714-08216b892ca5","6pc",user,"097b2637-de99-433e-9e0a-bc83cfce1620",2019-09-18 11:27:10.000 -0400,2022-07-05 09:19:58.000 -0400,
"1ed16129-2a0d-420b-8385-be49b85fc4b7","6pc",user,"82c0f07e-2827-4579-a983-29920c85739a",2019-09-20 10:13:55.000 -0400,2021-08-14 10:48:00.000 -0400,"3b60b756-7c44-46d9-b4ff-73a20df83890"
"487f63a3-490b-4657-a5f6-c78e5f3fc764","6pc",user,"36757975-19a4-4206-a445-3d5612a7d549",2019-09-27 15:26:39.000 -0400,2021-08-14 10:48:00.000 -0400,b6c1e640-d52f-40ba-9751-6f40531199dc
afe9aaf0-0feb-4003-b9a8-fb8e06116c0a,"6pc",user,"0fc399c1-11aa-45f1-a16d-63a057c9792e",2019-10-07 09:15:02.000 -0400,2021-08-14 10:48:00.000 -0400,cfa8e232-c5a1-4ddc-95cd-e7e9dc9085eb
"1013774a-f7b4-446a-89ec-cde04c9aa2d1","6pc",user,"8c236802-7e1a-4014-ac7a-cb84d224964f",2019-10-08 10:49:55.000 -0400,2021-08-14 10:48:00.000 -0400,"7a8f60b1-c09b-4273-a9e2-68a261d48115"
"9e7a59bd-a443-4674-8502-b80270f84550","6pc",user,"0e06549a-abae-48e9-b6eb-787f00e60857",2019-10-10 12:07:12.000 -0400,2020-03-13 15:19:03.000 -0400,
"4846a9d1-f76a-4f36-957b-6d9f9f8a9a13","6pc",user,"5c96af3c-9129-4c83-83ec-d232e43bc2f5",2019-11-08 11:00:03.000 -0500,2021-08-14 10:48:01.000 -0400,"6c869016-fa16-46de-b03c-02cf5b5ae6ae"
cb4beb3c-8e01-4fdf-b310-277aaa04866f,"6pc",user,"410ee1d3-2982-48a5-8430-22baf6a9ebe2",2019-11-11 12:15:56.000 -0500,2021-08-14 10:48:01.000 -0400,dc947c16-8591-4ecb-85e0-5ef5e4e43a52
fedcecb1-7a32-4d59-9357-5d81987833f1,"6pc",user,"4e173bd5-380d-4986-9840-d4240b3d2ea6",2019-11-18 10:39:49.000 -0500,2021-08-14 10:48:01.000 -0400,"0829c722-dd35-403a-909a-c94ca1352ade"
"9bad3bf1-e93c-4e1a-ac0f-9c72246bcfdd","6pc",user,"5400f728-01ce-4038-b854-c5c9cf37e189",2019-11-20 11:41:22.000 -0500,2021-08-14 10:48:01.000 -0400,b9bbe742-08df-4ad2-a616-54554d769bcf
"24e6f392-5249-4f5e-be48-f8c535dbcadb","6pc",user,af7fdba9-4d83-48e1-90cf-49a1fcd52f4c,2019-11-29 11:15:38.000 -0500,2021-08-14 10:48:01.000 -0400,"6c518d4a-4df1-4d4c-8101-a1e17e1a75ff"
af748880-701e-4e6b-986d-642a79d19abb,"6pc",user,"60871e19-8de6-4537-8c4d-6945038b5a6e",2019-12-10 10:12:48.000 -0500,2021-08-14 10:48:01.000 -0400,"21efec10-aa65-42b7-afbb-e1707de84c15"
"74196052-952c-42ca-8f80-43795383002b","6pc",user,b703237d-8578-4cfd-9ea4-3c5e598f0ffe,2019-12-11 16:17:17.000 -0500,2021-08-14 10:48:01.000 -0400,"60c4209a-0790-4514-98f2-68e643a81be1"
"40af8f6d-5ead-49ef-9d43-2852f2eea920","6pc",user,"3d246779-12c5-460c-883f-2e1c9b6bbb35",2019-12-11 16:45:57.000 -0500,2021-08-14 10:48:01.000 -0400,d1ca841c-3158-41db-b199-8124c2917f93
"1a6230b3-fa24-4d52-80fd-4b9e519d4b1e","6pc",user,"1e5315e3-1772-47e0-9f08-7f92449eae90",2019-12-12 15:13:36.000 -0500,2021-08-14 10:48:01.000 -0400,f643a98e-3396-4379-9983-5c6c4826a1c6
ee1b42b0-0673-478c-abb6-0e79e9881acd,"6pc",user,bb510328-69ae-469f-a25e-e45c051390f7,2019-12-18 10:46:09.000 -0500,2021-08-14 10:48:01.000 -0400,f398f2be-134f-45c6-9a26-3f446b16531a
"360cb66a-d4e5-4d01-ac75-ce04a67fe027","6pc",user,"4a14141c-34b2-4be6-b609-c7ff8275c0e1",2019-12-20 17:24:30.000 -0500,2021-08-14 10:48:01.000 -0400,c331e5fc-4e4c-40e5-8c01-6160bf05a2d3
b30af558-a52c-48c6-b2f1-963b1ffd308f,"6pc",user,c71a620a-d1ba-4480-87b5-df742b70685b,2019-12-20 18:04:56.000 -0500,2021-08-14 10:48:01.000 -0400,ce3be414-2ea0-49e2-859a-f73b991fb1da
f9cb681d-5394-455b-b5a7-651cf6063be9,"6pc",user,"35ae3117-0357-46ea-ad3a-05ab64f299d6",2020-01-06 08:19:01.000 -0500,2021-08-14 10:48:01.000 -0400,"3a6f2de4-2818-460d-bb57-532831a966f1"
"05306694-7ded-4c46-a4a8-e482a5b0a77e","6pc",user,"499f5aec-59dd-4727-b6ea-212c9c875626",2020-01-11 17:57:24.000 -0500,2021-08-14 10:48:01.000 -0400,"4053a5eb-b117-4b8c-ae9b-f4364f7211c5"
ed4ecd41-977d-4e15-8659-34d231d81969,"6pc",user,ebe8b7ab-65a6-4837-9407-256675a2fc1d,2020-01-11 17:59:45.000 -0500,2021-08-14 10:48:01.000 -0400,"7f18653b-612a-4873-a403-33eff54b7d27"
"7c6973c7-be80-458e-b667-c209db59c93b","6pc",user,ddce8bc4-0720-4f6b-9519-07e7986233ce,2020-01-12 12:42:46.000 -0500,2021-08-14 10:48:01.000 -0400,e7e93a1d-053a-4d9f-8e1f-ab2580d58258
"7874ab06-2570-425c-aae6-e25c53365fbf","6pc",user,cbd21851-3c7f-44a2-9bbd-a7092edcd227,2020-01-13 09:00:32.000 -0500,2021-08-14 10:48:01.000 -0400,"49561268-c751-4ed4-bbea-5741c082da1f"
"60b1121e-0d59-4b1e-9ec8-8278b4d061a2","6pc",user,"2f0a4ed0-14f9-4105-a668-1fe30c9482bf",2020-01-13 10:18:25.000 -0500,2021-08-14 10:48:01.000 -0400,b02b078d-151d-408f-83ba-6a8c5380915b
dd2aff56-eb69-42a1-8788-04b597f0ce11,"6pc",user,"5d26d2c3-ff77-4edd-add6-e5b5e302c177",2020-01-14 09:26:01.000 -0500,2021-08-14 10:48:01.000 -0400,aa824512-94c7-4d88-9683-cc4650a2a40e
"224462e6-62c6-465c-82a2-a1848745680f","3pc",user,c5d14c8f-2181-42dd-9f30-da043fd0fcda,2020-01-15 09:31:42.000 -0500,2020-03-13 14:09:05.000 -0400,"128f5dce-f687-4275-9d6f-527c1e10fe4e"
"5e1de18d-131a-439b-b4c1-95ad1dfeddbd","6pc",user,"1db3564a-164f-4a52-8e76-9e56476605a3",2020-01-16 16:40:50.000 -0500,2021-08-14 10:48:01.000 -0400,"3a705794-6d98-4959-840a-284faa4038cd"
"3b0d0f62-dfff-46ca-9baa-347b4d66f871","6pc",user,bafdec22-37c6-4504-bd23-d28200d17cd0,2024-08-16 13:52:20.870 -0400,2024-08-16 13:52:20.870 -0400,a2cd9b84-d687-43d3-8eb0-168203ea7d84
"5e244097-aa5e-4f26-9a6f-5fd175a3c2a8","6pc",user,"62c0f549-dc39-4341-a9cb-8b1e27d3d99b",2020-01-29 08:54:24.000 -0500,2021-08-14 10:48:01.000 -0400,bb83d500-66a5-425b-9480-df1618285765
"799d2999-d844-44bb-8348-a9f1248f4c25","6pc",user,d03377f6-0db1-4835-bbb3-69a3611df7da,2020-01-31 09:10:29.000 -0500,2020-10-07 16:56:49.000 -0400,a6990591-7ee3-4310-9fdb-5b3b3a396f52
"232e1aa1-3a42-4ac9-9c45-dba9663c2270","6pc",user,d9b0d2c9-ddb0-44f9-a621-914142fdfef8,2020-01-31 13:21:39.000 -0500,2021-08-14 10:48:02.000 -0400,f32f56f3-5e6b-4466-9448-3b074b3971cb
"0cf2373d-ab2c-4242-8f56-669838314eaa","6pc",user,"1ffc9c46-0a4b-4ca8-a133-c42eb37b7a02",2020-02-11 13:33:35.000 -0500,2021-08-14 10:48:02.000 -0400,ee0c4d50-8d8d-44b6-a695-606892b3d802
"3386043f-c37d-4cbb-8e09-4743342d2da7","6pc",user,"809e8671-0ff8-41e2-9d17-a68fe1ec7d03",2020-02-13 07:49:28.000 -0500,2021-08-14 10:48:02.000 -0400,c0666e80-0e94-4b76-8d20-fd6a60814568
"7db953b0-271c-42f5-8eed-6e36b4fc1023","6pc",user,"22686d65-2a1b-45f1-bdd4-b82a945edf03",2020-02-13 12:12:08.000 -0500,2021-08-14 10:48:02.000 -0400,"43d070d2-c044-4c03-b763-217ca0cd03a4"
"3a3382d5-a957-4d4d-b1c7-f21e82cee353","6pc",user,"10373e33-020e-4ffb-ac27-5e6f62fe3771",2020-02-13 14:29:50.000 -0500,2021-08-14 10:48:02.000 -0400,"9670bbe7-b665-409c-9a64-b6267ade7c41"
de0365a4-04f9-4dd0-9ffa-30b286e84f30,"6pc",user,"628001e0-52e4-4f1f-882f-0dc685c62926",2020-02-13 15:55:24.000 -0500,2021-08-14 10:48:02.000 -0400,d00d48b4-9b93-414e-9dae-4de844968f19
ccc93a97-4987-4718-80fa-f0106347c213,"6pc",user,c915ae36-4bf3-46ab-bc59-40db89e12411,2020-02-13 16:18:27.000 -0500,2021-08-14 10:48:02.000 -0400,dab59778-f366-4add-9fa8-d3e11f96f0e5
e95bd56a-a5f0-4f3c-8291-2182e91a02f5,"6pc",user,"69462089-7c1f-40b7-971a-959fb4593886",2020-02-13 17:01:12.000 -0500,2021-08-14 10:48:02.000 -0400,e73b6250-e566-466f-bfef-d7cd559f9f09
"13bdbfd3-dbcd-490c-9e8e-34e065251d5f","6pc",user,e06beeb0-8911-42fb-ad4f-c611eea92261,2020-02-20 11:18:34.000 -0500,2021-08-14 10:48:02.000 -0400,"628141aa-cdcd-4923-a163-dea1fbd1f07b"
ffd4c12e-1d6f-43cc-887f-9d5c2adf85ea,"6pc",user,"8794e046-5d89-4e7e-b87e-a342f7c9a3de",2020-02-20 12:46:25.000 -0500,2021-08-14 10:48:02.000 -0400,b51bcae5-dc35-40af-9dcb-e2fee5519982
b26dc38a-aa73-4510-871a-9f180e7d7efc,"6pc",user,aedc1aac-1ee1-4063-9f75-c750c2e08842,2020-02-24 08:19:35.000 -0500,2021-08-14 10:48:02.000 -0400,"4d777ace-fba0-4593-beeb-b70c4e9eb67c"
a49e4200-d35e-4315-a2cc-b4d4d297eaea,"6pc",user,"837ca381-4e06-4c21-8dcc-6700c50fee6b",2020-02-25 17:20:48.000 -0500,2021-08-14 10:48:02.000 -0400,d6197496-88d6-4496-b84e-d2e3c66280f1
f680d86e-ad9a-4278-ba9f-47d48be09a38,"6pc",user,"61e368de-ebd8-4179-9875-0fba3d75c550",2020-02-26 09:00:09.000 -0500,2021-08-14 10:48:02.000 -0400,"317efe4a-5543-4aab-918e-8c73cecec94b"
ad6396d5-d022-418e-b7f7-3ed24ed40db5,"6pc",user,"13bb5a91-e57d-4d31-b162-c98c221ac11f",2020-03-02 10:06:42.000 -0500,2021-08-14 10:48:02.000 -0400,"0a7f1b01-31e5-47d2-a857-d7050bd938b3"
c9d03c2a-04fa-43cf-89d5-041f40732afe,"6pc",user,"5df248b8-d37b-47ff-8b8c-d3d28bf86bf3",2020-03-06 12:59:39.000 -0500,2021-08-14 10:48:02.000 -0400,"486a7e85-9e76-45b3-ba0a-c28e73bab142"
"96cfbeed-f9f5-4c26-9505-d31faecce5de","6pc",user,"37a0a400-f2c7-436f-9ae6-07651d86d5f9",2020-03-06 16:08:03.000 -0500,2021-08-14 10:48:02.000 -0400,"9a2bc48b-f69b-4d06-b4c7-a4aac7be06cd"
